customer_id,first_name,last_name,email,signup_date,country,city,acquisition_channel
631,Maria,Williams,maria.williams@icloud.com,2025-09-12,Canada,Montreal,email
632,Betty,White,betty.white@gmail.com,2023-08-20,Netherlands,Amsterdam,paid_search
633,Laura,Lee,laura.lee@gmail.com,2023-09-03,United States,Phoenix,paid_search
634,Ashley,Smith,ashley.smith@gmail.com,2023-11-14,Canada,Calgary,paid_search
635,Barbara,Thomas,barbara.thomas@yahoo.com,2024-11-24,United Kingdom,Bristol,direct
636,Heather,Green,heather.green@gmail.com,2023-08-08,United States,Chicago,organic_search
637,Sandra,Lee,sandra.lee@icloud.com,2025-06-17,France,Marseille,referral
638,John,Hall,john.hall@hotmail.com,2024-05-28,United States,,direct
639,Gary,Rivera,gary.rivera@hotmail.com,2025-09-30,Canada,Ottawa,organic_search
640,Lisa,Wright,lisa.wright2@yahoo.com,2023-11-25,Australia,Brisbane,organic_search
641,Karen,Lewis,karen.lewis@outlook.com,2025-07-18,France,Marseille,organic_search
642,Katherine,Allen,katherine.allen@hotmail.com,2025-01-15,Australia,Sydney,referral
643,Donald,Lee,donald.lee@gmail.com,2025-03-04,Germany,Cologne,organic_search
644,Rachel,Young,rachel.young@icloud.com,2024-10-22,United States,Phoenix,social_media
645,Carol,Davis,carol.davis@gmail.com,2023-03-31,Canada,Toronto,direct
646,Thomas,Lopez,thomas.lopez@gmail.com,2024-01-28,United States,Denver,organic_search
647,Emma,Adams,emma.adams@hotmail.com,2024-06-08,Germany,Cologne,organic_search
648,Mark,Hill,mark.hill@gmail.com,2025-10-03,United States,Houston,direct
649,David,Robinson,david.robinson@gmail.com,2025-01-25,United States,Seattle,referral
650,Linda,Flores,linda.flores@outlook.com,2024-09-14,Canada,Toronto,organic_search
651,Margaret,King,margaret.king@gmail.com,2025-12-24,United States,Houston,paid_search
652,Matthew,King,matthew.king@yahoo.com,2025-04-30,Canada,Vancouver,referral
653,Jerry,Green,jerry.green@icloud.com,2025-05-24,United States,Denver,direct
654,Nancy,Lopez,nancy.lopez@icloud.com,2023-11-20,United Kingdom,Birmingham,social_media
655,Scott,Lewis,scott.lewis@outlook.com,2024-10-26,Brazil,Brasilia,direct
656,Edward,Carter,edward.carter@hotmail.com,2024-05-07,France,,social_media
657,Margaret,Harris,margaret.harris@icloud.com,2025-01-07,India,Bangalore,affiliate
658,Cynthia,Sanchez,cynthia.sanchez@gmail.com,2023-02-03,Australia,Brisbane,social_media
659,Joshua,Smith,joshua.smith@outlook.com,2024-10-06,Mexico,Mexico City,organic_search
660,Raymond,Moore,raymond.moore@icloud.com,2023-11-13,United Kingdom,Glasgow,organic_search
661,Ryan,Thompson,ryan.thompson@yahoo.com,2024-05-26,United States,Austin,paid_search
662,Joshua,Garcia,joshua.garcia@icloud.com,2023-06-08,United States,Houston,referral
663,Julie,Walker,julie.walker@yahoo.com,2023-07-15,United Kingdom,Bristol,social_media
664,Joshua,Williams,joshua.williams@icloud.com,2024-11-15,United States,New York,paid_search
665,Laura,Clark,laura.clark@gmail.com,2023-01-24,Netherlands,Amsterdam,email
666,Benjamin,Harris,benjamin.harris@gmail.com,2024-10-15,United States,New York,social_media
667,Karen,Lee,karen.lee@icloud.com,2023-04-14,Germany,Munich,email
668,Ronald,Lewis,ronald.lewis@icloud.com,2024-03-30,Canada,Toronto,social_media
669,Tyler,Sanchez,tyler.sanchez@yahoo.com,2025-09-01,United States,Los Angeles,social_media
670,Michael,Scott,michael.scott@hotmail.com,2025-10-24,United States,Seattle,social_media
671,Carolyn,Rodriguez,carolyn.rodriguez@yahoo.com,2025-09-26,United Kingdom,Manchester,paid_search
672,Emma,Gonzalez,emma.gonzalez@icloud.com,2024-05-19,Canada,Ottawa,paid_search
673,Andrew,Roberts,andrew.roberts@hotmail.com,2023-07-03,United States,Boston,organic_search
674,Edward,Ramirez,edward.ramirez@outlook.com,2024-12-06,United States,Austin,social_media
675,Patricia,Roberts,patricia.roberts2@gmail.com,2025-06-24,Mexico,Monterrey,email
676,Jeffrey,Williams,jeffrey.williams@yahoo.com,2023-11-16,United States,Austin,referral
677,David,Davis,david.davis@gmail.com,2023-10-30,United States,Boston,direct
678,Paul,Smith,paul.smith@outlook.com,2024-09-16,Germany,Berlin,social_media
679,John,Perez,john.perez@yahoo.com,2024-02-22,Australia,Melbourne,social_media
680,Dennis,Taylor,dennis.taylor@icloud.com,2023-10-17,United Kingdom,Bristol,email
681,Debra,Johnson,debra.johnson@hotmail.com,2023-03-31,Canada,Ottawa,paid_search
682,Linda,Jackson,linda.jackson@yahoo.com,2023-04-19,France,Marseille,social_media
683,Mary,Jones,mary.jones@hotmail.com,2023-08-09,Germany,Hamburg,organic_search
684,Christine,Harris,christine.harris@yahoo.com,2023-07-23,Mexico,Monterrey,direct
685,Gary,Hill,gary.hill@icloud.com,2025-10-22,United States,Houston,affiliate
686,Pamela,Rivera,pamela.rivera@gmail.com,2024-09-16,United States,Miami,paid_search
687,Ronald,Mitchell,ronald.mitchell2@gmail.com,2024-12-28,United States,Austin,email
688,Donald,Allen,donald.allen@outlook.com,2025-03-03,France,Marseille,direct
689,Patricia,Scott,patricia.scott@outlook.com,2025-03-15,United States,Austin,email
690,Barbara,Campbell,barbara.campbell@hotmail.com,2024-04-10,Canada,Ottawa,social_media
691,Emma,Martinez,emma.martinez@hotmail.com,2024-11-05,Mexico,Monterrey,social_media
692,Thomas,Wilson,thomas.wilson@yahoo.com,2023-10-10,Canada,Vancouver,paid_search
693,Alexander,King,alexander.king@yahoo.com,2023-11-20,United Kingdom,Manchester,paid_search
694,Pamela,Wright,pamela.wright@gmail.com,2023-03-02,United States,Chicago,referral
695,Edward,Clark,edward.clark@outlook.com,2024-07-14,United Kingdom,Bristol,organic_search
696,Matthew,Miller,matthew.miller@yahoo.com,2024-06-30,United States,Boston,email
697,Brandon,Anderson,brandon.anderson@icloud.com,2025-01-05,United States,New York,organic_search
698,Diane,Walker,diane.walker@yahoo.com,2025-08-18,United Kingdom,Glasgow,email
699,Deborah,Lopez,deborah.lopez@hotmail.com,2023-12-02,United Kingdom,Manchester,organic_search
700,Robert,Clark,robert.clark@gmail.com,2024-03-31,India,Hyderabad,referral
701,Betty,Carter,betty.carter@yahoo.com,2025-09-30,United States,Denver,email
702,Ryan,Thomas,ryan.thomas@hotmail.com,2025-02-18,United Kingdom,London,referral
703,Ronald,Flores,ronald.flores@icloud.com,2023-03-20,Canada,Ottawa,social_media
704,Cynthia,Robinson,cynthia.robinson@gmail.com,2025-11-28,Brazil,Sao Paulo,social_media
705,Jack,Williams,jack.williams@icloud.com,2024-01-24,United States,New York,paid_search
706,Ronald,Martin,ronald.martin@outlook.com,2024-08-25,United Kingdom,Leeds,email
707,Michael,Hall,michael.hall@icloud.com,2025-07-14,Brazil,Rio de Janeiro,organic_search
708,Nicholas,Davis,nicholas.davis@yahoo.com,2025-03-16,France,Lyon,social_media
709,Cynthia,Johnson,cynthia.johnson@yahoo.com,2024-02-18,United Kingdom,Bristol,direct
710,Barbara,Taylor,barbara.taylor@outlook.com,2023-09-11,Germany,Munich,organic_search
711,Alexander,Lewis,alexander.lewis@outlook.com,2025-11-13,United States,Seattle,email
712,Christopher,Harris,christopher.harris@icloud.com,2024-11-17,United States,Chicago,social_media
713,Frank,Martinez,frank.martinez@yahoo.com,2023-04-16,Netherlands,Amsterdam,social_media
714,Michelle,Campbell,michelle.campbell@hotmail.com,2023-08-29,United States,Chicago,direct
715,Betty,Smith,betty.smith@icloud.com,2025-07-28,Australia,Sydney,social_media
716,Angela,Wright,angela.wright@gmail.com,2024-05-02,Canada,Calgary,organic_search
717,Frank,Walker,frank.walker@hotmail.com,2023-01-14,United Kingdom,London,paid_search
718,Stephen,Moore,stephen.moore@icloud.com,2023-04-11,Germany,Munich,organic_search
719,Linda,Adams,linda.adams@outlook.com,2024-09-03,United States,,paid_search
720,Barbara,Brown,barbara.brown@gmail.com,2023-11-27,United Kingdom,Manchester,email
721,Brandon,Nelson,brandon.nelson@icloud.com,2023-12-30,Canada,Ottawa,affiliate
722,Olivia,Nguyen,olivia.nguyen@outlook.com,2024-09-04,India,Mumbai,paid_search
723,Timothy,Jones,timothy.jones@hotmail.com,2024-08-22,Netherlands,Amsterdam,social_media
724,Jessica,Hall,jessica.hall@outlook.com,2025-12-10,United States,Seattle,organic_search
725,Anthony,Flores,anthony.flores@gmail.com,2023-06-29,United States,Miami,social_media
726,Raymond,Hill,raymond.hill@outlook.com,2024-06-15,United Kingdom,Birmingham,social_media
727,Samantha,Thompson,samantha.thompson@yahoo.com,2025-11-30,Canada,Calgary,referral
728,Angela,Young,angela.young@yahoo.com,2024-08-17,Brazil,Sao Paulo,affiliate
729,James,Davis,james.davis@gmail.com,2024-02-29,United Kingdom,London,referral
730,Sharon,Clark,sharon.clark@gmail.com,2024-03-10,United States,Miami,organic_search
731,Betty,Hall,betty.hall@outlook.com,2024-09-22,United States,Los Angeles,paid_search
732,Stephen,Lee,stephen.lee@gmail.com,2024-11-30,United States,Austin,paid_search
733,Larry,Flores,larry.flores@gmail.com,2024-11-07,Netherlands,Amsterdam,direct
734,Gregory,Walker,gregory.walker@hotmail.com,2025-09-13,France,Lyon,organic_search
735,Ryan,Wright,ryan.wright@outlook.com,2023-04-25,United Kingdom,Leeds,direct
736,Joshua,Torres,joshua.torres@outlook.com,2024-03-02,Canada,Toronto,social_media
737,Kevin,Thompson,kevin.thompson@gmail.com,2023-03-05,Mexico,Guadalajara,paid_search
738,Timothy,Green,timothy.green@icloud.com,2025-03-08,Netherlands,Utrecht,organic_search
739,Joseph,Carter,joseph.carter@outlook.com,2023-03-06,Australia,Brisbane,paid_search
740,Barbara,Young,barbara.young@yahoo.com,2024-03-18,United States,Phoenix,social_media
741,Daniel,Davis,daniel.davis@outlook.com,2023-07-09,France,Lyon,social_media
742,Patricia,Walker,patricia.walker@icloud.com,2025-09-17,United States,Austin,referral
743,Anna,Martin,anna.martin@outlook.com,2025-11-23,United States,Los Angeles,email
744,Thomas,Wilson,thomas.wilson@gmail.com,2025-12-05,United Kingdom,Bristol,organic_search
745,Michelle,Williams,michelle.williams@icloud.com,2025-08-14,Brazil,Rio de Janeiro,direct
746,Susan,King,susan.king@outlook.com,2024-03-05,United States,Phoenix,paid_search
747,Matthew,Jackson,matthew.jackson@outlook.com,2023-08-29,Canada,Calgary,paid_search
748,Christopher,Moore,christopher.moore@gmail.com,2025-11-18,United States,Boston,organic_search
749,Brenda,Thompson,brenda.thompson@icloud.com,2024-08-03,United States,Chicago,social_media
750,Nancy,Jones,nancy.jones@outlook.com,2025-06-27,Canada,Montreal,organic_search
751,Patricia,Walker,patricia.walker2@gmail.com,2025-05-23,United States,Los Angeles,paid_search
752,Alexander,Hill,alexander.hill@icloud.com,2024-12-29,Germany,Frankfurt,paid_search
753,Betty,Rivera,betty.rivera@icloud.com,2023-09-27,United States,Denver,organic_search
754,Carolyn,Robinson,carolyn.robinson@gmail.com,2025-08-11,United Kingdom,Bristol,social_media
755,Mark,Martinez,mark.martinez@icloud.com,2025-03-13,United States,Austin,organic_search
756,Debra,Perez,debra.perez@outlook.com,2023-05-14,United Kingdom,London,social_media
757,Brian,Walker,brian.walker@hotmail.com,2024-12-14,Netherlands,Rotterdam,email
758,Thomas,Allen,thomas.allen@gmail.com,2023-08-08,United Kingdom,Bristol,paid_search
759,Christine,Jones,christine.jones@outlook.com,2025-04-26,Canada,Calgary,paid_search
760,Ashley,Scott,ashley.scott@yahoo.com,2023-05-16,Mexico,Guadalajara,paid_search
761,Raymond,Nguyen,raymond.nguyen@hotmail.com,2024-12-01,France,Toulouse,social_media
762,Donald,Lopez,donald.lopez@gmail.com,2023-08-23,Australia,Perth,social_media
763,Kathleen,Lee,kathleen.lee@icloud.com,2023-12-27,United States,Denver,paid_search
764,Rebecca,Jones,rebecca.jones@icloud.com,2025-02-15,United States,Boston,paid_search
765,Samuel,Nelson,samuel.nelson@gmail.com,2023-01-01,United States,Chicago,referral
766,Frank,Martinez,frank.martinez@hotmail.com,2025-07-04,Canada,Calgary,organic_search
767,Rachel,Lee,rachel.lee@outlook.com,2025-06-09,Canada,Montreal,email
768,Brian,Garcia,brian.garcia@icloud.com,2025-04-07,United States,Miami,direct
769,Donna,Brown,donna.brown@outlook.com,2023-01-02,Brazil,Sao Paulo,email
770,Melissa,Davis,melissa.davis@outlook.com,2025-06-03,Netherlands,Amsterdam,email
771,Ronald,Green,ronald.green@outlook.com,2025-02-20,Australia,Perth,social_media
772,Margaret,Nelson,margaret.nelson@yahoo.com,2025-02-26,United Kingdom,Manchester,direct
773,George,Clark,george.clark@yahoo.com,2023-10-03,United States,Chicago,organic_search
774,Samuel,Johnson,samuel.johnson@yahoo.com,2025-06-13,Australia,Perth,affiliate
775,Sarah,Garcia,sarah.garcia@yahoo.com,2025-07-22,Germany,Frankfurt,direct
776,Carolyn,Hill,carolyn.hill@hotmail.com,2025-11-09,Germany,Frankfurt,social_media
777,Cynthia,Harris,cynthia.harris@outlook.com,2023-01-16,United States,Seattle,social_media
778,Maria,Thomas,maria.thomas@icloud.com,2025-01-21,United States,Miami,organic_search
779,Robert,Torres,robert.torres@hotmail.com,2025-09-13,Australia,Sydney,affiliate
780,David,Martinez,david.martinez@icloud.com,2025-08-10,Mexico,Guadalajara,social_media
781,Eric,Flores,eric.flores@gmail.com,2024-10-01,United States,Los Angeles,email
782,Amanda,Wright,amanda.wright@gmail.com,2025-08-18,United Kingdom,Glasgow,social_media
783,Kevin,Clark,kevin.clark@outlook.com,2024-08-15,Mexico,Guadalajara,organic_search
784,Raymond,Hill,raymond.hill2@outlook.com,2023-05-06,France,Marseille,email
785,Justin,Hernandez,justin.hernandez@icloud.com,2023-02-25,United States,Phoenix,paid_search
786,David,Rodriguez,david.rodriguez@icloud.com,2024-05-31,United States,Phoenix,organic_search
787,Emily,Moore,emily.moore@outlook.com,2023-12-24,United States,Los Angeles,direct
788,Jack,Martinez,jack.martinez@hotmail.com,2024-06-19,United States,Chicago,referral
789,Donald,Young,donald.young@yahoo.com,2024-12-03,France,Paris,affiliate
790,Charles,Hill,charles.hill@yahoo.com,2025-02-23,Netherlands,Rotterdam,paid_search
791,Jeffrey,Campbell,jeffrey.campbell@yahoo.com,2023-04-22,United States,Austin,email
792,Dennis,Davis,dennis.davis@gmail.com,2025-09-02,United States,Seattle,paid_search
793,Olivia,Carter,olivia.carter@icloud.com,2025-08-29,United States,Seattle,paid_search
794,Anna,Ramirez,anna.ramirez@gmail.com,2025-02-21,United States,Denver,email
795,Anna,Baker,anna.baker@gmail.com,2024-12-25,United States,Miami,affiliate
796,Laura,Flores,laura.flores@outlook.com,2023-07-21,United States,Phoenix,paid_search
797,Justin,Sanchez,justin.sanchez@hotmail.com,2024-02-04,France,Lyon,social_media
798,Gregory,Hall,gregory.hall@yahoo.com,2023-01-18,United States,New York,direct
799,Mary,Clark,mary.clark@gmail.com,2024-12-20,Canada,Calgary,organic_search
800,Paul,Taylor,paul.taylor@yahoo.com,2023-07-08,United States,Boston,organic_search
801,Scott,Nelson,scott.nelson@yahoo.com,2023-09-03,India,Mumbai,organic_search
802,Helen,Rodriguez,helen.rodriguez@hotmail.com,2024-01-14,Germany,Cologne,direct
803,Carolyn,Lopez,carolyn.lopez@outlook.com,2025-07-17,United States,Los Angeles,direct
804,Emily,Roberts,emily.roberts@hotmail.com,2024-06-11,Germany,Hamburg,organic_search
805,Elizabeth,Moore,elizabeth.moore@gmail.com,2023-05-04,United States,Austin,paid_search
806,Kimberly,Lopez,kimberly.lopez@hotmail.com,2025-03-15,United States,Houston,organic_search
807,Gary,Miller,gary.miller@yahoo.com,2024-03-23,Canada,Calgary,email
808,Susan,Lewis,susan.lewis@outlook.com,2023-05-25,United States,Los Angeles,social_media
809,Steven,Roberts,steven.roberts@hotmail.com,2023-11-01,United States,Denver,email
810,James,Williams,james.williams@hotmail.com,2025-03-12,United States,Austin,social_media
811,Shirley,Rivera,shirley.rivera@hotmail.com,2023-05-24,United Kingdom,Leeds,social_media
812,James,Harris,james.harris@hotmail.com,2025-01-05,United States,Miami,paid_search
813,Joshua,Sanchez,joshua.sanchez@gmail.com,2025-01-18,Germany,Berlin,social_media
814,Amanda,Garcia,amanda.garcia@hotmail.com,2024-02-20,Australia,Brisbane,organic_search
815,Jennifer,Harris,jennifer.harris@yahoo.com,2023-08-07,United States,Seattle,email
816,Melissa,Young,melissa.young@gmail.com,2024-01-24,Brazil,Rio de Janeiro,organic_search
817,Matthew,Johnson,matthew.johnson@icloud.com,2023-05-10,United States,Seattle,referral
818,Samuel,Martin,samuel.martin@hotmail.com,2023-02-03,Canada,Calgary,organic_search
819,Linda,Perez,linda.perez@gmail.com,2025-12-07,United Kingdom,Manchester,social_media
820,Gregory,Wright,gregory.wright2@outlook.com,2023-03-17,Canada,Toronto,referral
821,Gary,Adams,gary.adams@gmail.com,2023-04-04,United Kingdom,Glasgow,paid_search
822,Christine,Rodriguez,christine.rodriguez@gmail.com,2024-09-21,United States,New York,direct
823,Richard,Robinson,richard.robinson@icloud.com,2023-05-11,United States,Boston,referral
824,Susan,Davis,susan.davis@hotmail.com,2024-03-27,Canada,Ottawa,organic_search
825,Betty,Ramirez,betty.ramirez@outlook.com,2024-10-26,France,Toulouse,organic_search
826,Rachel,Torres,rachel.torres@icloud.com,2023-04-04,United States,Houston,social_media
827,Kevin,Jones,kevin.jones@gmail.com,2023-12-11,United States,Seattle,email
828,Stephen,Hernandez,stephen.hernandez@hotmail.com,2023-03-25,United States,Boston,organic_search
829,Julie,Green,julie.green@icloud.com,2023-02-02,United States,Chicago,direct
830,David,Smith,david.smith@gmail.com,2024-08-04,United States,Los Angeles,social_media
831,Julie,Roberts,julie.roberts@hotmail.com,2023-10-21,Germany,Munich,email
832,Eric,Lewis,eric.lewis@hotmail.com,2023-03-19,United States,Chicago,social_media
833,Janet,Young,janet.young@icloud.com,2024-12-13,India,Bangalore,social_media
834,Pamela,Thomas,pamela.thomas@yahoo.com,2023-07-15,United States,Miami,email
835,Heather,Wright,heather.wright@icloud.com,2024-07-20,United States,Houston,organic_search
836,Joseph,Martinez,joseph.martinez@hotmail.com,2023-03-30,United Kingdom,Manchester,organic_search
837,George,Jackson,george.jackson@yahoo.com,2025-07-17,United Kingdom,Birmingham,organic_search
838,Jack,Brown,jack.brown@icloud.com,2025-09-20,United States,New York,social_media
839,Elizabeth,Thomas,elizabeth.thomas@hotmail.com,2025-05-08,Canada,,organic_search
840,Gregory,Lee,gregory.lee@yahoo.com,2024-04-11,France,,organic_search
841,Jack,Clark,jack.clark@yahoo.com,2023-05-31,United States,Houston,social_media
842,Gary,Brown,gary.brown@hotmail.com,2025-07-20,United States,Boston,organic_search
843,Deborah,Rodriguez,deborah.rodriguez@hotmail.com,2024-07-06,Australia,Brisbane,organic_search
844,Thomas,Williams,thomas.williams@icloud.com,2023-08-16,United States,Chicago,direct
845,Ryan,Clark,ryan.clark@yahoo.com,2024-08-27,Australia,Melbourne,email
846,Julie,Green,julie.green2@gmail.com,2024-04-15,Canada,Ottawa,organic_search
847,Eric,Young,eric.young@yahoo.com,2024-07-25,Canada,Calgary,organic_search
848,Jason,Mitchell,jason.mitchell@yahoo.com,2024-03-31,United States,Seattle,direct
849,Nicole,Martinez,nicole.martinez@icloud.com,2023-04-01,Brazil,Rio de Janeiro,organic_search
850,Jacob,Campbell,jacob.campbell@icloud.com,2025-03-18,United States,Miami,social_media
851,Carolyn,Miller,carolyn.miller@hotmail.com,2023-01-26,United Kingdom,London,email
852,Edward,Wilson,edward.wilson@yahoo.com,2023-07-05,United States,Houston,organic_search
853,Debra,Martin,debra.martin@yahoo.com,2025-07-20,Australia,Sydney,social_media
854,Sarah,Rivera,sarah.rivera@hotmail.com,2025-08-08,United States,Austin,email
855,James,Green,james.green@gmail.com,2025-12-23,United States,Austin,organic_search
856,Jason,Carter,jason.carter@outlook.com,2024-02-29,Germany,,referral
857,David,Flores,david.flores@outlook.com,2025-11-20,Australia,Sydney,direct
858,Gregory,White,gregory.white@gmail.com,2025-08-11,United States,Austin,email
859,George,White,george.white@yahoo.com,2024-02-24,Germany,Berlin,organic_search
860,Kevin,Thomas,kevin.thomas@icloud.com,2024-03-05,United States,Denver,referral
861,Heather,Anderson,heather.anderson@outlook.com,2025-10-28,United States,Phoenix,email
862,Emily,Brown,emily.brown@gmail.com,2025-09-22,United States,Denver,social_media
863,Jessica,Walker,jessica.walker@icloud.com,2024-08-21,Germany,Cologne,social_media
864,Deborah,Baker,deborah.baker@gmail.com,2023-06-28,United States,Denver,organic_search
865,Daniel,Jackson,daniel.jackson@gmail.com,2023-08-18,United States,Phoenix,email
866,Angela,Martinez,angela.martinez@yahoo.com,2024-08-23,Canada,Toronto,social_media
867,Rachel,Wright,rachel.wright@yahoo.com,2025-06-28,United Kingdom,Leeds,referral
868,John,Jackson,john.jackson@yahoo.com,2025-11-30,United States,Houston,email
869,Edward,Nguyen,edward.nguyen@outlook.com,2025-09-22,Germany,Hamburg,social_media
870,Carolyn,King,carolyn.king@icloud.com,2023-09-28,United Kingdom,Birmingham,direct
871,Michelle,Hernandez,michelle.hernandez@outlook.com,2024-08-13,United States,Austin,referral
872,Michael,Martinez,michael.martinez@outlook.com,2023-11-26,United States,,email
873,Paul,Lopez,paul.lopez@yahoo.com,2023-11-11,Netherlands,Utrecht,organic_search
874,Joseph,Williams,joseph.williams@outlook.com,2024-06-17,Canada,Calgary,paid_search
875,Anthony,Scott,anthony.scott@gmail.com,2023-10-30,Germany,Hamburg,paid_search
876,Brenda,Hernandez,brenda.hernandez@icloud.com,2025-04-08,United States,New York,direct
877,Jerry,Martinez,jerry.martinez@hotmail.com,2023-01-09,India,Delhi,affiliate
878,Brenda,Allen,brenda.allen@outlook.com,2025-08-28,Germany,Hamburg,direct
879,Dennis,Torres,dennis.torres@yahoo.com,2024-11-24,France,Toulouse,email
880,Maria,Walker,maria.walker@gmail.com,2023-08-28,United States,Miami,paid_search
881,Rebecca,Flores,rebecca.flores@yahoo.com,2024-10-30,United Kingdom,London,organic_search
882,Samuel,Gonzalez,samuel.gonzalez@icloud.com,2024-02-05,Canada,Montreal,organic_search
883,Jonathan,Lewis,jonathan.lewis@gmail.com,2024-02-03,Mexico,Guadalajara,social_media
884,Helen,Hill,helen.hill@icloud.com,2025-03-25,India,Bangalore,organic_search
885,Jason,White,jason.white@hotmail.com,2024-12-07,United States,Phoenix,paid_search
886,Cynthia,Scott,cynthia.scott@gmail.com,2025-05-01,United States,Denver,referral
887,Paul,Hernandez,paul.hernandez@hotmail.com,2023-10-13,Australia,Perth,direct
888,Scott,Garcia,scott.garcia@yahoo.com,2025-12-11,United States,Denver,affiliate
889,William,Nguyen,william.nguyen@hotmail.com,2024-07-13,United States,Seattle,social_media
890,Pamela,Robinson,pamela.robinson@icloud.com,2024-02-13,Australia,Melbourne,organic_search
891,Timothy,Jackson,timothy.jackson@icloud.com,2024-09-14,United Kingdom,Birmingham,social_media
892,Jack,Robinson,jack.robinson@yahoo.com,2023-11-12,United States,New York,paid_search
893,Katherine,Green,katherine.green@hotmail.com,2025-05-04,United States,Phoenix,organic_search
894,Raymond,Adams,raymond.adams@yahoo.com,2025-10-06,United States,Phoenix,affiliate
895,William,Hill,william.hill@outlook.com,2025-06-12,Canada,Ottawa,direct
896,Benjamin,Baker,benjamin.baker@hotmail.com,2025-02-03,Mexico,Mexico City,social_media
897,Emma,Johnson,emma.johnson@outlook.com,2023-10-27,United States,New York,paid_search
898,Raymond,Rodriguez,raymond.rodriguez@outlook.com,2025-01-09,United States,Phoenix,social_media
899,Melissa,Brown,melissa.brown@outlook.com,2025-11-18,United States,Los Angeles,organic_search
900,Benjamin,Lopez,benjamin.lopez@gmail.com,2024-10-22,Canada,Vancouver,direct
901,Rachel,Martin,rachel.martin@outlook.com,2023-07-16,Germany,Hamburg,social_media
902,Melissa,Martinez,melissa.martinez@gmail.com,2025-02-02,United States,Phoenix,referral
903,Edward,Perez,edward.perez@yahoo.com,2025-10-27,United States,Chicago,paid_search
904,Matthew,Scott,matthew.scott@icloud.com,2025-12-25,Germany,Cologne,email
905,Carolyn,Carter,carolyn.carter@gmail.com,2023-08-27,United Kingdom,London,referral
906,John,Walker,john.walker@outlook.com,2023-10-12,United States,Austin,referral
907,Scott,King,scott.king2@gmail.com,2023-08-31,Australia,Sydney,paid_search
908,Raymond,Martinez,raymond.martinez@yahoo.com,2023-09-24,United States,Houston,affiliate
909,Jason,Hall,jason.hall@gmail.com,2025-06-02,United States,Denver,organic_search
910,Susan,Williams,susan.williams@icloud.com,2023-09-01,Canada,Calgary,direct
911,Jennifer,Jones,jennifer.jones@outlook.com,2023-09-11,Germany,Berlin,direct
912,Anthony,Nguyen,anthony.nguyen@yahoo.com,2023-03-01,United States,Austin,organic_search
913,Olivia,Moore,olivia.moore@icloud.com,2025-10-22,United States,Chicago,referral
914,Brandon,Thomas,brandon.thomas@icloud.com,2023-01-29,Canada,Toronto,social_media
915,Janet,Gonzalez,janet.gonzalez@outlook.com,2023-01-09,United States,Miami,affiliate
916,Richard,Wilson,richard.wilson@icloud.com,2025-01-20,Netherlands,Rotterdam,email
917,Lisa,Lewis,lisa.lewis@gmail.com,2025-02-16,United States,Austin,social_media
918,Shirley,Anderson,shirley.anderson@hotmail.com,2023-09-11,United States,Austin,social_media
919,Eric,Rodriguez,eric.rodriguez@hotmail.com,2023-03-25,Australia,Brisbane,organic_search
920,Angela,Davis,angela.davis@hotmail.com,2024-09-30,United States,Boston,email
921,Jeffrey,Anderson,jeffrey.anderson@icloud.com,2024-01-22,United Kingdom,Leeds,direct
922,Jacob,Baker,jacob.baker@outlook.com,2023-08-04,United States,Denver,paid_search
923,Eric,Nelson,eric.nelson@gmail.com,2025-03-31,United States,,email
924,Susan,Mitchell,susan.mitchell@yahoo.com,2024-11-24,United States,Houston,organic_search
925,Rebecca,Davis,rebecca.davis@yahoo.com,2025-10-19,Netherlands,Utrecht,paid_search
926,Janet,Roberts,janet.roberts@icloud.com,2024-12-30,Canada,Calgary,social_media
927,Helen,Sanchez,helen.sanchez@hotmail.com,2025-07-20,United Kingdom,Manchester,organic_search
928,Steven,Young,steven.young@hotmail.com,2023-03-02,United States,Chicago,organic_search
929,Michael,Jones,michael.jones@hotmail.com,2025-02-22,Germany,Munich,email
930,Carol,Martinez,carol.martinez@outlook.com,2023-06-06,Germany,Berlin,email
931,Eric,Roberts,eric.roberts@hotmail.com,2024-08-24,France,Lyon,email
932,Gary,Allen,gary.allen@outlook.com,2023-02-06,Canada,Ottawa,affiliate
933,Robert,Ramirez,robert.ramirez@gmail.com,2025-02-09,United States,Austin,social_media
934,Robert,Williams,robert.williams@yahoo.com,2023-12-03,Canada,Montreal,social_media
935,Sarah,Martin,sarah.martin@hotmail.com,2025-10-01,United Kingdom,London,email
936,Rachel,Wright,rachel.wright@icloud.com,2023-11-17,United Kingdom,Glasgow,social_media
937,Ronald,Taylor,ronald.taylor@hotmail.com,2024-12-23,Canada,Calgary,referral
938,Paul,Lee,paul.lee@gmail.com,2023-09-20,United States,New York,direct
939,Brian,Mitchell,brian.mitchell@icloud.com,2025-02-18,United States,Austin,organic_search
940,Brian,Thompson,brian.thompson2@yahoo.com,2024-05-22,United States,Houston,paid_search
941,Michelle,Nguyen,michelle.nguyen@gmail.com,2024-09-16,India,Mumbai,organic_search
942,Nancy,Johnson,nancy.johnson@icloud.com,2025-05-15,United States,Denver,social_media
943,Sharon,Moore,sharon.moore@gmail.com,2023-02-15,Germany,,affiliate
944,Timothy,Torres,timothy.torres@hotmail.com,2025-09-27,United States,Los Angeles,organic_search
945,Gregory,Wilson,gregory.wilson@outlook.com,2024-11-26,United Kingdom,Bristol,organic_search
